Date,Open,High,Low,Close,Adj Close,Volume
2022-11-16,100.500000,100.970001,99.300003,99.930000,91.957054,50167
2022-11-17,100.019997,100.500000,98.510002,98.919998,91.027634,43366
2022-11-18,99.000000,99.989998,99.000000,99.110001,91.202477,33950
2022-11-21,99.110001,99.790001,98.589996,98.989998,91.092041,30750
2022-11-22,99.019997,99.879997,98.690002,98.839996,90.954025,28916
2022-11-23,98.839996,99.540001,98.120003,98.260002,90.420288,27239
2022-11-24,98.260002,98.709999,98.260002,98.699997,90.825188,20023
2022-11-25,98.699997,99.000000,98.150002,98.669998,90.797585,32098
2022-11-28,98.669998,98.930000,98.300003,98.650002,90.779175,111647
2022-11-29,98.650002,99.000000,97.900002,98.279999,90.438690,190106
2022-11-30,98.279999,98.809998,97.500000,98.309998,90.466293,229983
2022-12-01,98.309998,99.000000,97.860001,98.699997,90.825188,48938
2022-12-02,98.790001,99.000000,98.699997,98.989998,91.092041,34960
2022-12-05,99.000000,99.000000,98.699997,98.800003,90.917206,28351
2022-12-06,98.800003,99.000000,98.699997,98.900002,91.009224,32302
2022-12-07,99.000000,99.000000,98.410004,98.480003,90.622742,34188
2022-12-08,98.750000,98.750000,98.199997,98.480003,90.622742,33790
2022-12-09,98.480003,98.750000,98.150002,98.339996,90.493919,22592
2022-12-12,98.559998,98.900002,97.860001,97.860001,90.052208,34877
2022-12-13,98.500000,99.059998,97.860001,98.250000,90.411095,45095
2022-12-14,98.300003,98.709999,97.500000,97.900002,90.089005,38013
2022-12-15,97.900002,98.199997,95.500000,95.750000,88.110558,68556
2022-12-16,95.750000,96.500000,94.529999,94.989998,88.092003,40033
2022-12-19,94.989998,95.000000,94.500000,94.699997,87.823059,48243
2022-12-20,94.699997,96.000000,94.610001,95.599998,88.657700,36338
2022-12-21,95.599998,96.989998,95.349998,95.610001,88.666977,42128
2022-12-22,95.699997,98.000000,95.699997,96.250000,89.260490,34313
2022-12-23,96.389999,98.449997,96.389999,98.199997,91.068893,28078
2022-12-26,98.099998,98.800003,97.800003,98.440002,91.291473,24198
2022-12-27,98.449997,99.110001,98.070000,98.510002,91.356400,31011
2022-12-28,98.510002,98.790001,98.029999,98.540001,91.384209,27356
2022-12-29,98.559998,100.400002,98.559998,100.400002,93.109138,21604
2023-01-02,100.370003,100.500000,97.000000,98.199997,91.068893,53605
2023-01-03,98.500000,99.290001,97.209999,98.000000,90.883430,38803
2023-01-04,98.000000,98.470001,95.800003,96.029999,89.056488,43875
2023-01-05,96.099998,98.000000,96.099998,97.699997,90.605202,25066
2023-01-06,97.800003,98.300003,96.779999,97.349998,90.280632,30798
2023-01-09,97.349998,98.250000,97.000000,98.250000,91.115257,27168
2023-01-10,98.250000,99.000000,96.989998,99.000000,91.810806,31328
2023-01-11,98.730003,99.099998,98.160004,98.480003,91.328568,26899
2023-01-12,98.480003,98.750000,97.870003,98.330002,91.189453,140287
2023-01-13,98.330002,99.650002,97.849998,98.519997,91.365654,205115
2023-01-16,98.519997,98.720001,96.000000,96.250000,89.936020,45649
2023-01-17,96.419998,97.000000,96.320000,96.580002,90.244377,30916
2023-01-18,96.849998,97.500000,96.580002,96.889999,90.534035,32265
2023-01-19,96.900002,97.150002,96.059998,96.059998,89.758484,28437
2023-01-20,96.160004,96.400002,95.510002,95.989998,89.693092,35954
2023-01-23,95.980003,95.980003,95.010002,95.449997,89.188499,44467
2023-01-24,95.339996,95.339996,94.550003,94.550003,88.347549,49951
2023-01-25,94.800003,94.800003,94.230003,94.570000,88.366241,34671
2023-01-26,94.559998,94.720001,94.379997,94.540001,88.338211,28777
2023-01-27,94.500000,94.669998,94.010002,94.500000,88.300827,35206
2023-01-30,94.500000,94.800003,94.019997,94.110001,87.936417,37698
2023-01-31,94.099998,95.500000,94.059998,94.660004,88.450333,39909
2023-02-01,94.900002,95.190002,94.099998,94.309998,88.123299,92477
2023-02-02,94.309998,94.970001,93.709999,94.510002,88.310165,47174
2023-02-03,94.510002,94.760002,94.040001,94.199997,88.020500,31729
2023-02-06,94.199997,94.599998,93.000000,93.739998,87.590683,44492
2023-02-07,93.730003,94.349998,93.519997,93.750000,87.600029,26705
2023-02-08,93.750000,94.040001,93.500000,93.800003,87.646759,34789
2023-02-09,93.800003,94.000000,93.500000,93.870003,87.712151,31061
2023-02-10,93.870003,94.180000,93.629997,94.080002,87.908379,21500
