Date,Open,High,Low,Close,Adj Close,Volume
2022-11-16,93.910004,93.949997,92.660004,92.930000,83.785889,109773
2022-11-17,92.500000,94.379997,92.059998,92.519997,83.416214,183052
2022-11-18,92.680000,92.889999,91.989998,92.209999,83.136719,130321
2022-11-21,91.980003,93.699997,91.949997,92.519997,83.416214,133439
2022-11-22,92.519997,92.519997,91.250000,92.230003,83.154755,93416
2022-11-23,92.230003,93.480003,91.699997,93.139999,83.975220,74609
2022-11-24,93.139999,93.279999,92.010002,92.059998,83.001472,41873
2022-11-25,92.010002,92.080002,91.529999,91.699997,82.676903,64547
2022-11-28,91.699997,92.099998,91.370003,91.870003,82.830177,72191
2022-11-29,91.699997,93.349998,91.559998,91.930000,82.884262,129995
2022-11-30,91.870003,92.150002,91.650002,91.769997,82.740005,104491
2022-12-01,91.269997,91.419998,90.809998,90.889999,82.395538,113017
2022-12-02,90.870003,92.190002,90.830002,92.190002,83.574028,95444
2022-12-05,92.190002,92.889999,91.269997,92.699997,84.036369,104413
2022-12-06,92.699997,92.699997,91.540001,92.000000,83.401787,124707
2022-12-07,92.019997,92.410004,91.309998,91.919998,83.329262,104674
2022-12-08,91.919998,92.230003,91.599998,91.599998,83.039169,70211
2022-12-09,91.599998,92.400002,91.599998,91.989998,83.392715,60027
2022-12-12,91.800003,92.080002,91.139999,91.139999,82.622154,79303
2022-12-13,91.160004,92.089996,90.769997,90.800003,82.313942,102655
2022-12-14,90.820000,90.919998,90.000000,90.000000,81.588707,160599
2022-12-15,90.000000,90.290001,89.489998,90.050003,81.634026,134680
2022-12-16,90.000000,90.860001,89.559998,90.080002,81.661232,435540
2022-12-19,90.080002,90.099998,88.230003,88.400002,80.138245,112639
2022-12-20,88.400002,88.949997,88.400002,88.699997,80.410202,122728
2022-12-21,88.699997,88.879997,88.599998,88.720001,80.428337,204250
2022-12-22,88.720001,89.599998,88.320000,88.750000,80.455521,109267
2022-12-23,89.290001,89.410004,89.040001,89.239998,80.899727,56649
2022-12-26,89.500000,91.290001,88.800003,91.099998,82.585892,83373
2022-12-27,91.089996,91.790001,90.360001,91.760002,83.184212,74986
2022-12-28,91.150002,91.989998,90.900002,91.989998,83.392715,65881
2022-12-29,91.879997,92.139999,91.260002,91.949997,83.356438,49664
2023-01-02,90.980003,90.980003,88.809998,89.550003,82.019241,68406
2023-01-03,89.550003,89.870003,88.900002,89.820000,82.266525,95251
2023-01-04,89.190002,91.139999,89.190002,90.800003,83.164131,75851
2023-01-05,90.510002,90.550003,89.500000,90.019997,82.449715,62290
2023-01-06,90.099998,90.339996,89.099998,89.930000,82.367294,70160
2023-01-09,90.000000,90.220001,89.029999,89.500000,81.973450,72868
2023-01-10,89.510002,89.989998,89.000000,89.400002,81.881866,119256
2023-01-11,89.400002,89.989998,89.099998,89.779999,82.229897,94583
2023-01-12,89.699997,90.050003,88.989998,89.919998,82.358124,86216
2023-01-13,89.900002,90.309998,89.349998,89.349998,81.836052,94084
2023-01-16,89.599998,90.000000,89.150002,89.839996,82.284859,87907
2023-01-17,89.839996,89.989998,89.449997,89.449997,81.927650,49486
2023-01-18,89.449997,89.879997,89.349998,89.550003,82.019241,78413
2023-01-19,89.550003,89.900002,89.300003,89.570000,82.037560,102091
2023-01-20,89.599998,90.800003,89.400002,89.900002,82.339806,107695
2023-01-23,89.849998,90.470001,88.760002,88.959999,81.478859,90573
2023-01-24,88.959999,89.900002,88.949997,89.199997,81.698677,74608
2023-01-25,89.199997,89.699997,89.129997,89.400002,81.881866,36051
2023-01-26,89.400002,89.699997,89.309998,89.400002,81.881866,56362
2023-01-27,89.349998,89.699997,89.349998,89.660004,82.119995,94935
2023-01-30,89.660004,90.349998,89.199997,89.879997,82.321503,100451
2023-01-31,89.879997,90.860001,89.400002,90.430000,82.825233,83206
2023-02-01,89.500000,89.500000,88.699997,88.900002,82.334373,71432
2023-02-02,88.949997,89.139999,88.699997,88.949997,82.380684,84899
2023-02-03,88.949997,88.970001,88.690002,88.900002,82.334373,65713
2023-02-06,88.879997,89.000000,88.699997,89.000000,82.426987,60201
2023-02-07,89.000000,89.000000,88.510002,88.800003,82.241768,66406
2023-02-08,88.790001,88.940002,88.559998,88.849998,82.288071,71639
2023-02-09,88.739998,89.000000,88.699997,88.699997,82.149147,70666
2023-02-10,88.699997,88.970001,88.500000,88.800003,82.241768,75109
2023-02-13,88.800003,88.849998,88.419998,88.470001,81.936150,81474
2023-02-14,88.510002,89.000000,88.510002,88.720001,82.167679,69197
2023-02-15,88.559998,88.889999,88.230003,88.830002,82.269547,126290
2023-02-16,89.000000,89.790001,88.750000,89.010002,82.436249,72619
2023-02-17,89.180000,89.879997,89.150002,89.839996,83.204964,47811
2023-02-22,89.699997,89.739998,89.000000,89.110001,82.528877,30429
2023-02-23,89.160004,89.769997,89.139999,89.610001,82.991936,71635
2023-02-24,89.610001,90.000000,89.610001,90.000000,83.353142,56569
2023-02-27,89.699997,91.000000,89.690002,90.910004,84.195930,106058
2023-02-28,91.000000,91.150002,90.599998,91.000000,84.279282,103612
2023-03-01,89.970001,90.820000,88.110001,90.500000,84.662842,176939
2023-03-02,90.459999,90.669998,90.459999,90.459999,84.625427,134527
2023-03-03,90.500000,91.000000,90.500000,90.989998,85.121239,88154
2023-03-06,90.989998,91.000000,90.150002,90.150002,84.335411,99372
2023-03-07,90.010002,90.980003,90.010002,90.910004,85.046394,70735
2023-03-08,90.910004,90.910004,90.070000,90.150002,84.335411,77280
2023-03-09,90.150002,90.739998,90.099998,90.099998,84.288651,59532
2023-03-10,90.099998,90.800003,88.839996,90.199997,84.382187,88511
2023-03-13,90.199997,90.199997,89.250000,89.930000,84.129608,89324
2023-03-14,89.930000,89.989998,89.470001,89.930000,84.129608,82394
2023-03-15,89.500000,90.470001,89.500000,90.220001,84.400902,61580
2023-03-16,90.360001,90.360001,89.610001,90.139999,84.326050,78655
2023-03-17,90.150002,90.860001,89.790001,89.970001,84.167023,151713
2023-03-20,90.000000,90.440002,89.809998,90.000000,84.195099,65893
2023-03-21,90.050003,90.849998,89.599998,90.550003,84.709610,72205
2023-03-22,90.190002,90.750000,90.190002,90.709999,84.859299,69504
2023-03-23,90.510002,90.980003,90.110001,90.570000,84.728333,78179
2023-03-24,90.300003,90.849998,90.300003,90.540001,84.700256,62448
2023-03-27,90.540001,91.000000,90.470001,90.750000,84.896713,72917
2023-03-28,90.750000,91.199997,90.639999,91.099998,85.224129,53868
2023-03-29,91.050003,91.669998,90.809998,91.040001,85.168007,112842
2023-03-30,91.050003,91.669998,90.900002,91.000000,85.130600,90139
2023-03-31,91.440002,91.980003,91.269997,91.830002,85.907059,88556
2023-04-03,90.779999,90.779999,90.010002,90.199997,85.358185,95746
2023-04-04,90.209999,90.480003,90.000000,90.000000,85.168922,76779
2023-04-05,90.000000,90.010002,89.620003,89.900002,85.074295,110999
2023-04-06,89.900002,90.449997,89.680000,90.449997,85.594757,66134
2023-04-10,90.199997,90.449997,89.900002,90.440002,85.585312,53641
2023-04-11,90.440002,90.620003,90.160004,90.190002,85.348740,91282
2023-04-12,90.250000,90.650002,89.500000,90.449997,85.594757,122175
2023-04-13,90.470001,90.650002,90.029999,90.550003,85.689407,74102
2023-04-14,90.599998,90.650002,90.019997,90.639999,85.774582,85041
2023-04-17,90.639999,90.779999,90.250000,90.699997,85.831352,52123
