Date,Open,High,Low,Close,Adj Close,Volume
2022-11-16,62.500000,62.950001,61.200001,61.500000,56.132378,33362
2022-11-17,61.500000,61.549999,60.000000,60.130001,54.881950,33169
2022-11-18,60.130001,61.950001,59.500000,59.500000,54.306934,35600
2022-11-21,59.720001,60.950001,59.200001,59.200001,54.033127,23899
2022-11-22,59.459999,59.990002,59.209999,59.380001,54.197414,27664
2022-11-23,59.380001,59.680000,59.299999,59.599998,54.398205,19994
2022-11-24,59.599998,60.820000,59.500000,60.150002,54.900208,27504
2022-11-25,60.150002,60.680000,58.220001,59.000000,53.850578,32175
2022-11-28,59.200001,59.950001,59.000000,59.110001,53.950974,13878
2022-11-29,59.209999,59.450001,57.009998,57.240002,52.244183,51340
2022-11-30,57.349998,58.740002,57.349998,58.270000,53.184288,34468
2022-12-01,58.270000,59.689999,57.400002,57.779999,52.737049,35147
2022-12-02,57.779999,58.410000,57.669998,58.290001,53.202541,17182
2022-12-05,58.290001,59.000000,57.820000,59.000000,53.850578,27155
2022-12-06,59.299999,59.779999,58.400002,58.910000,53.768429,24332
2022-12-07,58.910000,59.759998,58.610001,58.900002,53.759304,20893
2022-12-08,58.470001,59.590000,57.750000,58.000000,53.391083,21088
2022-12-09,58.000000,58.910000,58.000000,58.009998,53.400288,18200
2022-12-12,58.070000,58.369999,57.549999,58.000000,53.391083,23442
2022-12-13,58.000000,58.750000,57.740002,57.750000,53.160950,35444
2022-12-14,57.750000,58.500000,57.200001,57.830002,53.234592,46225
2022-12-15,57.830002,57.970001,56.610001,56.610001,52.111538,26030
2022-12-16,57.090000,57.599998,56.599998,56.599998,52.102337,22276
2022-12-19,56.599998,57.250000,56.599998,56.900002,52.378502,27496
2022-12-20,56.900002,58.189999,56.700001,57.200001,52.654659,28147
2022-12-21,57.200001,57.990002,56.619999,56.619999,52.120750,34063
2022-12-22,56.840000,57.520000,56.599998,56.959999,52.433735,25140
2022-12-23,56.959999,57.299999,56.959999,57.099998,52.562603,23252
2022-12-26,57.099998,58.990002,56.650002,58.349998,53.713276,37073
2022-12-27,58.349998,58.990002,57.820000,58.380001,53.740891,22519
2022-12-28,58.380001,59.689999,58.000000,59.119999,54.422081,28774
2022-12-29,59.119999,59.680000,58.500000,59.220001,54.514137,18903
2023-01-02,59.220001,59.520000,58.290001,59.000000,54.311623,23568
2023-01-03,59.029999,59.799999,59.020000,59.730000,54.983616,17896
2023-01-04,59.799999,59.990002,59.320000,59.720001,54.974407,19863
2023-01-05,59.709999,60.000000,59.450001,60.000000,55.232162,17449
2023-01-06,60.000000,60.500000,59.849998,60.470001,55.664810,20598
2023-01-09,60.450001,60.450001,59.000000,59.560001,55.256603,25453
2023-01-10,59.560001,60.000000,58.279999,58.880001,54.625740,26536
2023-01-11,58.880001,59.299999,58.250000,58.410000,54.189697,19080
2023-01-12,58.410000,58.410000,57.500000,58.279999,54.069084,23091
2023-01-13,58.279999,58.400002,58.000000,58.299999,54.087639,19155
2023-01-16,58.299999,58.980000,58.299999,58.740002,54.495846,27290
2023-01-17,58.560001,59.529999,58.500000,59.480000,55.182388,33836
2023-01-18,59.410000,60.290001,58.799999,59.000000,54.737061,46283
2023-01-19,59.000000,59.990002,58.000000,58.290001,54.078362,24255
2023-01-20,58.299999,58.730000,58.150002,58.279999,54.069084,20774
2023-01-23,58.410000,58.470001,57.500000,57.520000,53.364006,28401
2023-01-24,57.520000,58.220001,57.450001,57.900002,53.716541,26218
2023-01-25,57.900002,58.730000,57.849998,58.439999,54.217518,27889
2023-01-26,58.400002,58.599998,57.810001,57.880001,53.697990,25011
2023-01-27,57.990002,57.990002,57.040001,57.200001,53.067116,22547
2023-01-30,57.180000,57.790001,56.619999,56.869999,52.760960,31874
2023-01-31,56.689999,57.299999,56.009998,57.099998,52.974342,68315
2023-02-01,57.099998,57.480000,55.000000,55.080002,51.100300,67021
2023-02-02,55.509998,56.619999,55.450001,56.090000,52.037319,26330
2023-02-03,56.090000,56.709999,56.090000,56.650002,52.556854,16950
2023-02-06,56.650002,56.990002,56.250000,56.570000,52.482639,22281
2023-02-07,56.570000,57.000000,56.009998,56.049999,52.000206,23700
2023-02-08,55.580002,55.580002,54.290001,54.400002,50.896210,27730
2023-02-09,54.450001,54.610001,54.150002,54.180000,50.690380,22487
2023-02-10,54.220001,54.299999,54.000000,54.000000,50.521969,26437
2023-02-13,54.009998,54.480000,53.950001,54.169998,50.681023,22036
